peak	degree	kcore	n_cliques	n_modules	types	genes	states
chr15:63042446-63042681	1	1	0	0	proximal	TPM1	.
chr15:63157451-63157767	1	1	0	0	proximal	RPS27L	.
chr15:63487423-63487624	1	1	0	0	distal	.	.
chr15:63493497-63493647	1	1	0	0	distal	.	.
chr15:63504308-63504694	2	1	0	0	proximal	USP3	.
chr15:63600528-63601021	1	1	0	0	proximal	USP3-AS1	.
chr15:63752199-63752374	1	1	0	0	distal	.	.
chr15:63833957-63834121	1	1	0	0	proximal	HERC1	.
chr15:63908332-63908556	1	1	0	0	distal	.	.
chr15:63942578-63942728	1	1	0	0	distal	.	.
chr15:64093387-64094098	2	1	0	0	proximal	CIAO2A,SNX1	.
chr15:64094241-64094418	1	1	0	0	proximal	CIAO2A,SNX1	.
chr15:64151367-64151749	2	1	0	0	proximal	SNX22	.
chr15:64155836-64156028	1	1	0	0	distal	.	.
chr15:64327069-64327270	1	1	0	0	distal	.	.
chr15:64356007-64356616	1	1	0	0	proximal	CSNK1G1	.
chr15:64381081-64381704	3	1	0	0	proximal	ENSG00000259316	.
chr15:64461382-64461581	2	1	0	0	proximal	ZNF609	.
chr15:64507687-64507837	2	1	0	0	distal	.	.
chr15:64597248-64597401	1	1	0	0	distal	.	.
chr15:64825414-64826208	3	1	0	0	proximal	PIF1	.
chr15:64841365-64841856	1	1	0	0	proximal	ENSG00000249240,PLEKHO2	.
chr15:64935259-64935482	2	1	0	0	distal	.	.
chr15:64989660-64990127	1	1	0	0	proximal	SPG21	.
chr15:65022234-65022425	3	1	0	0	distal	.	.
chr15:65095164-65095314	1	1	0	0	distal	.	.
chr15:65116872-65117080	1	1	0	0	distal	.	.
chr15:65185081-65185619	1	1	0	0	proximal	CLPX	.
chr15:65198655-65198825	1	1	0	0	distal	.	.
chr15:65271049-65271207	2	1	0	0	distal	.	.
chr15:65286521-65287098	1	1	0	0	distal	.	.
chr15:65295791-65296832	1	1	0	0	distal	.	.
chr15:65297795-65298051	2	1	0	0	distal	.	.
chr15:65377341-65377866	1	1	0	0	proximal	IGDCC3	.
chr15:65384740-65385262	4	1	0	0	distal	.	.
chr15:65385421-65386085	3	1	0	0	distal	.	.
chr15:65400805-65401097	1	1	0	0	distal	.	.
chr15:65414987-65415137	1	1	0	0	distal	.	.
chr15:65415238-65415446	1	1	0	0	distal	.	.
chr15:65472876-65473026	2	1	0	0	distal	.	.
chr15:65488916-65489123	1	1	0	0	distal	.	.
chr15:65517009-65517899	2	1	0	0	proximal	DPP8	.
chr15:65542081-65542400	1	1	0	0	distal	.	.
chr15:65610831-65611682	3	1	0	0	proximal	INTS14,SLC24A1	.
chr15:65665654-65665837	1	1	0	0	distal	.	.
chr15:65774049-65774199	2	1	0	0	distal	.	.
chr15:65778942-65779092	1	1	0	0	distal	.	.
chr15:65869040-65869977	2	1	0	0	distal	.	.
chr15:66293379-66293879	2	1	0	0	proximal	DIS3L,DIS3L-AS1	.
chr15:66334313-66334475	1	1	0	0	distal	.	.
chr15:66356561-66357128	1	1	0	0	distal	.	.
chr15:66386382-66387080	1	1	0	0	proximal	MAP2K1,TIPIN	.
chr15:66497539-66498391	1	1	0	0	proximal	SNAPC5	.
chr15:66505281-66505662	1	1	0	0	proximal	ZWILCH	.
chr15:66553772-66554098	1	1	0	0	distal	.	.
chr15:66567069-66567502	3	1	0	0	distal	.	.
chr15:66619262-66619538	1	1	0	0	distal	.	.
chr15:66632910-66633060	2	1	0	0	distal	.	.
chr15:66700942-66702370	1	1	0	0	proximal	SMAD6	.
chr15:66707406-66707660	1	1	0	0	distal	.	.
chr15:66725650-66725800	1	1	0	0	distal	.	.
chr15:66770855-66771275	1	1	0	0	distal	.	.
chr15:66797043-66797262	1	1	0	0	distal	.	.
chr15:66804154-66804304	1	1	0	0	distal	.	.
chr15:66841959-66842163	1	1	0	0	distal	.	.
chr15:66862933-66863132	1	1	0	0	distal	.	.
chr15:66961609-66961818	1	1	0	0	distal	.	.
chr15:67065298-67065916	1	1	0	0	proximal	ENSG00000259347	.
chr15:67222658-67222827	1	1	0	0	distal	.	.
chr15:67254299-67255096	2	1	0	0	proximal	AAGAB,IQCH	.
chr15:67383294-67383462	1	1	0	0	distal	.	.
chr15:67433629-67433779	1	1	0	0	distal	.	.
chr15:67520907-67521803	2	1	0	0	proximal	C15orf61,IQCH-AS1	.
chr15:67637428-67637667	1	1	0	0	distal	.	.
chr15:67840012-67840162	1	1	0	0	distal	.	.
chr15:67884491-67885139	1	1	0	0	distal	.	.
chr15:68053939-68054671	1	1	0	0	proximal	PIAS1	.
chr15:68054753-68054914	1	1	0	0	proximal	PIAS1	.
chr15:68190252-68190419	1	1	0	0	distal	.	.
chr15:68200695-68200896	2	1	0	0	distal	.	.
chr15:68210826-68211211	2	1	0	0	distal	.	.
chr15:68229348-68229531	1	1	0	0	proximal	ENSG00000260007	.
chr15:68229617-68230160	1	1	0	0	proximal	ENSG00000260007	.
chr15:68277155-68277460	1	1	0	0	proximal	ENSG00000260657,FEM1B	.
chr15:68278014-68278674	2	1	0	0	proximal	ENSG00000260657,FEM1B	.
chr15:68304625-68304796	1	1	0	0	distal	.	.
chr15:68629266-68629416	1	1	0	0	distal	.	.
chr15:68657796-68658011	2	1	0	0	distal	.	.
chr15:68674078-68674309	1	1	0	0	distal	.	.
chr15:68700660-68701134	1	1	0	0	distal	.	.
chr15:68776841-68776999	1	1	0	0	distal	.	.
chr15:68818179-68818575	3	1	0	0	proximal	SPESP1	.
chr15:68843906-68844056	1	1	0	0	distal	.	.
chr15:68888572-68888722	1	1	0	0	distal	.	.
chr15:69126052-69126417	1	1	0	0	distal	.	.
chr15:69160053-69161051	1	1	0	0	proximal	GLCE	.
chr15:69235105-69235324	1	1	0	0	distal	.	.
chr15:69246876-69247026	1	1	0	0	distal	.	.
chr15:69298776-69299107	1	1	0	0	proximal	PAQR5,PAQR5-DT	.
chr15:69337248-69337398	1	1	0	0	distal	.	.
chr15:69394630-69394911	1	1	0	0	distal	.	.
chr15:69414680-69414860	1	1	0	0	proximal	KIF23,KIF23-AS1	.
chr15:69737492-69737642	1	1	0	0	distal	.	.
chr15:69847501-69847651	1	1	0	0	distal	.	.
chr15:69973301-69973451	2	1	0	0	distal	.	.
chr15:70006194-70006380	1	1	0	0	distal	.	.
chr15:70062426-70062944	3	2	1	1	distal	.	.
chr15:70099515-70099925	1	1	0	0	distal	.	.
chr15:70111319-70111587	1	1	0	0	distal	.	.
chr15:70155109-70155259	1	1	0	0	distal	.	.
chr15:70181475-70181625	1	1	0	0	distal	.	.
chr15:70196638-70196950	2	1	0	0	distal	.	.
chr15:70223052-70223208	1	1	0	0	distal	.	.
chr15:70460333-70460687	1	1	0	0	distal	.	.
chr15:70467041-70467210	3	2	1	1	distal	.	.
chr15:70478282-70478489	1	1	0	0	distal	.	.
chr15:70494391-70494784	1	1	0	0	distal	.	.
chr15:70762531-70762974	2	1	0	0	proximal	UACA	.
chr15:70763047-70763909	1	1	0	0	proximal	UACA	.
chr15:70833992-70834225	2	2	1	1	distal	.	.
chr15:70840934-70841084	2	1	0	0	distal	.	.
chr15:70853812-70854570	1	1	0	0	proximal	LARP6,LRRC49	.
chr15:70891711-70891925	1	1	0	0	proximal	THAP10	.
chr15:70892166-70892958	3	1	0	0	proximal	THAP10	.
chr15:71069712-71069862	1	1	0	0	distal	.	.
chr15:71128833-71129056	1	1	0	0	distal	.	.
chr15:71279085-71279330	1	1	0	0	distal	.	.
chr15:71454720-71454870	1	1	0	0	distal	.	.
chr15:71713288-71713438	1	1	0	0	distal	.	.
chr15:71926273-71926423	1	1	0	0	distal	.	.
chr15:71953772-71954090	1	1	0	0	distal	.	.
chr15:72061603-72061753	1	1	0	0	distal	.	.
chr15:72117312-72117910	1	1	0	0	proximal	MYO9A	.
chr15:72230255-72230671	1	1	0	0	distal	.	.
chr15:72230759-72231443	1	1	0	0	proximal	PKM	.
chr15:72272172-72273078	1	1	0	0	proximal	PARP6	.
chr15:72290768-72290936	1	1	0	0	distal	.	.
chr15:72319766-72320436	3	1	0	0	proximal	CELF6,ENSG00000273025	.
chr15:72389315-72389524	1	1	0	0	distal	.	.
chr15:72473630-72474729	1	1	0	0	proximal	ARIH1,TMEM202-AS1	.
chr15:72475106-72475292	3	1	0	0	proximal	ARIH1,TMEM202-AS1	.
chr15:72685910-72686717	2	1	0	0	proximal	BBS4,HIGD2B	.
chr15:72783158-72783316	1	1	0	0	proximal	ADPGK-AS1	.
chr15:72783638-72783991	1	1	0	0	proximal	ADPGK-AS1	.
chr15:72796914-72797444	1	1	0	0	distal	.	.
chr15:73187441-73187591	1	1	0	0	distal	.	.
chr15:73265539-73265842	1	1	0	0	distal	.	.
chr15:73633202-73633985	2	1	0	0	proximal	NPTN	.
chr15:73683965-73684502	2	1	0	0	proximal	CD276	.
chr15:73700327-73700501	1	1	0	0	distal	.	.
chr15:73752816-73753050	2	1	0	0	proximal	INSYN1,INSYN1-AS1	.
chr15:73810176-73810406	1	1	0	0	distal	.	.
chr15:73857938-73858109	1	1	0	0	distal	.	.
chr15:73927164-73927346	1	1	0	0	proximal	LOXL1-AS1	.
chr15:73950969-73951417	2	1	0	0	distal	.	.
chr15:73992177-73992540	2	1	0	0	distal	.	.
chr15:74040603-74040770	1	1	0	0	distal	.	.
chr15:74065854-74066016	2	2	0	0	distal	.	.
chr15:74072144-74072518	1	1	0	0	distal	.	.
chr15:74089648-74089928	1	1	0	0	distal	.	.
chr15:74095681-74095964	3	2	0	0	distal	.	.
chr15:74099930-74100408	3	2	0	0	proximal	ISLR2	.
chr15:74136051-74136890	2	1	0	0	distal	.	.
chr15:74177858-74178027	2	1	0	0	distal	.	.
chr15:74202952-74203114	1	1	0	0	proximal	CCDC33	.
chr15:74255926-74256154	1	1	0	0	distal	.	.
chr15:74307832-74308021	2	2	1	1	distal	.	.
chr15:74373509-74373970	2	2	0	0	proximal	ENSG00000274937	.
chr15:74374321-74374577	3	2	0	0	proximal	ENSG00000274937	.
chr15:74382435-74382629	1	1	0	0	distal	.	.
chr15:74433905-74434155	3	2	0	0	proximal	SEMA7A	.
chr15:74461055-74461800	6	2	0	0	proximal	UBL7,UBL7-DT	.
chr15:74489923-74490342	3	2	1	1	proximal	ENSG00000261775	.
chr15:74557780-74557944	1	1	0	0	distal	.	.
chr15:74563460-74563617	1	1	0	0	distal	.	.
chr15:74598361-74598580	1	1	0	0	proximal	CLK3,ENSG00000275527	.
chr15:74614659-74614862	2	2	0	0	proximal	ENSG00000260919	.
chr15:74615269-74615510	1	1	0	0	proximal	ENSG00000260919	.
chr15:74615574-74615924	3	2	0	0	proximal	ENSG00000260919	.
chr15:74635233-74635448	3	1	0	0	distal	.	.
chr15:74643639-74643836	1	1	0	0	distal	.	.
chr15:74688491-74688677	1	1	0	0	distal	.	.
chr15:74695587-74696640	2	1	0	0	proximal	EDC3	.
chr15:74725520-74725876	1	1	0	0	proximal	CYP1A1	.
chr15:74726115-74726481	1	1	0	0	proximal	CYP1A1	.
chr15:74754753-74754903	2	2	0	0	distal	.	.
chr15:74771104-74771360	1	1	0	0	distal	.	.
chr15:74782394-74782569	4	2	0	0	proximal	CSK	.
chr15:74787877-74788061	4	2	0	0	distal	.	.
chr15:74800067-74800420	1	1	0	0	distal	.	.
chr15:74807096-74807246	3	2	1	1	distal	.	.
chr15:74842561-74842790	3	2	0	0	proximal	ULK3	.
chr15:74843122-74843528	3	2	0	0	proximal	ULK3	.
chr15:74857075-74857324	2	1	0	0	distal	.	.
chr15:74872737-74873499	2	2	0	0	proximal	SCAMP2	.
chr15:74873783-74873952	5	2	0	0	proximal	SCAMP2	.
chr15:74889892-74890397	2	2	0	0	proximal	MPI	.
chr15:74957377-74957558	1	1	0	0	proximal	RPP25,SCAMP5	.
chr15:74995058-74995670	3	1	0	0	distal	.	.
chr15:75023135-75023285	4	2	0	0	proximal	PPCDC	.
chr15:75023480-75023720	1	1	0	0	proximal	PPCDC	.
chr15:75029353-75029580	1	1	0	0	distal	.	.
chr15:75104644-75104800	2	2	1	1	distal	.	.
chr15:75119736-75120413	8	2	1	1	distal	.	.
chr15:75138011-75138161	1	1	0	0	distal	.	.
chr15:75150232-75150392	1	1	0	0	distal	.	.
chr15:75177824-75178050	2	2	1	1	distal	.	.
chr15:75181006-75181263	1	1	0	0	distal	.	.
chr15:75201794-75202201	1	1	0	0	distal	.	.
chr15:75202587-75202884	3	2	0	0	distal	.	.
chr15:75204833-75205050	1	1	0	0	distal	.	.
chr15:75216016-75216166	1	1	0	0	distal	.	.
chr15:75274272-75274422	1	1	0	0	distal	.	.
chr15:75274528-75275081	2	1	0	0	distal	.	.
chr15:75288593-75288885	1	1	0	0	distal	.	.
chr15:75308103-75308361	1	1	0	0	distal	.	.
chr15:75327523-75327942	1	1	0	0	distal	.	.
chr15:75335920-75336342	1	1	0	0	proximal	COMMD4	.
chr15:75347967-75348165	1	1	0	0	proximal	ENSG00000275645	.
chr15:75367767-75368760	3	1	0	0	proximal	ENSG00000260274,MAN2C1	.
chr15:75440973-75441206	3	2	1	1	distal	.	.
chr15:75450627-75452305	4	2	0	0	distal	.	.
chr15:75453914-75454526	1	1	0	0	proximal	ENSG00000276744	.
chr15:75532506-75532724	1	1	0	0	distal	.	.
chr15:75579200-75579743	1	1	0	0	proximal	PTPN9	.
chr15:75624979-75626167	1	1	0	0	proximal	ENSG00000260235,SNUPN	.
chr15:75631851-75632051	4	2	0	0	distal	.	.
chr15:75638446-75638604	1	1	0	0	distal	.	.
chr15:75640541-75640839	1	1	0	0	proximal	ENSG00000275454	.
chr15:75647537-75648065	5	2	0	0	proximal	IMP3,SNX33	.
chr15:75673352-75673502	1	1	0	0	distal	.	.
chr15:75722224-75722374	1	1	0	0	distal	.	.
chr15:75723806-75724065	1	1	0	0	proximal	ODF3L1	.
chr15:75738499-75738840	1	1	0	0	proximal	DNM1P35,ENSG00000260288	.
chr15:75738912-75739109	1	1	0	0	proximal	DNM1P35	.
chr15:75758381-75758867	2	1	0	0	distal	.	.
chr15:75758950-75759147	1	1	0	0	distal	.	.
chr15:75767520-75767707	1	1	0	0	distal	.	.
chr15:75786285-75786547	2	2	1	1	distal	.	.
chr15:75808318-75808514	1	1	0	0	distal	.	.
chr15:75843926-75844278	3	1	0	0	proximal	UBE2Q2	.
chr15:75904488-75904667	2	1	0	0	proximal	FBXO22	.
chr15:75942136-75942344	2	2	1	1	distal	.	.
chr15:76059283-76059631	1	1	0	0	proximal	NRG4,TMEM266	.
chr15:76059691-76060091	2	2	1	1	proximal	NRG4,TMEM266	.
chr15:76139591-76139897	1	1	0	0	distal	.	.
chr15:76229269-76229509	3	2	0	0	distal	.	.
chr15:76285336-76285486	1	1	0	0	distal	.	.
chr15:76291510-76291809	1	1	0	0	distal	.	.
chr15:76310807-76311751	1	1	0	0	proximal	ETFA	.
chr15:76732447-76732649	2	2	1	1	distal	.	.
chr15:76916486-76916695	2	2	1	1	distal	.	.
chr15:76931260-76931811	2	1	0	0	proximal	RCN2	.
chr15:77034898-77035048	1	1	0	0	distal	.	.
chr15:77083793-77084114	1	1	0	0	proximal	TSPAN3	.
chr15:77290449-77290679	1	1	0	0	distal	.	.
chr15:77408781-77408931	1	1	0	0	distal	.	.
chr15:77527255-77527510	1	1	0	0	distal	.	.
chr15:77632295-77632445	2	1	0	0	distal	.	.
chr15:77633153-77633741	3	2	1	1	distal	.	.
chr15:77724881-77725112	1	1	0	0	distal	.	.
chr15:77900243-77900624	2	1	0	0	distal	.	.
chr15:77902894-77903099	1	1	0	0	distal	.	.
chr15:77910511-77910690	1	1	0	0	distal	.	.
chr15:77920171-77920321	1	1	0	0	distal	.	.
chr15:77944845-77944995	1	1	0	0	proximal	ENSG00000290666	.
chr15:77959429-77959670	1	1	0	0	distal	.	.
chr15:78039642-78039792	1	1	0	0	distal	.	.
chr15:78065587-78065737	1	1	0	0	distal	.	.
chr15:78076818-78076968	2	1	0	0	proximal	SH2D7,TBC1D2B	.
chr15:78113314-78113825	1	1	0	0	distal	.	.
chr15:78131088-78131706	2	2	1	1	proximal	CIB2,IDH3A	.
chr15:78149097-78149571	5	1	0	0	distal	.	.
chr15:78212556-78212996	2	1	0	0	distal	.	.
chr15:78241040-78241469	2	1	0	0	distal	.	.
chr15:78299114-78299869	3	1	0	0	proximal	ENSG00000277482,SKIC8	.
chr15:78308495-78308716	5	2	3	1	distal	.	.
chr15:78360077-78360227	4	2	3	1	distal	.	.
chr15:78395135-78395578	1	1	0	0	distal	.	.
chr15:78422636-78422863	1	1	0	0	distal	.	.
chr15:78481165-78481398	2	1	0	0	proximal	ENSG00000259474	.
chr15:78506877-78508096	1	1	0	0	proximal	HYKK	.
chr15:78540985-78541170	1	1	0	0	proximal	PSMA4	.
chr15:78620076-78620477	3	1	0	0	distal	.	.
chr15:78709428-78709690	1	1	0	0	distal	.	.
chr15:78739826-78740434	4	1	0	0	distal	.	.
chr15:78751097-78751404	2	1	0	0	proximal	ENSG00000290424	.
chr15:78860044-78860397	1	1	0	0	distal	.	.
chr15:78907705-78907855	3	2	1	1	distal	.	.
chr15:78909890-78910109	2	1	0	0	distal	.	.
chr15:79016759-79016920	1	1	0	0	distal	.	.
chr15:79091671-79091821	1	1	0	0	proximal	RASGRF1	.
chr15:79343862-79344012	1	1	0	0	distal	.	.
chr15:79431790-79432537	2	1	0	0	proximal	MINAR1	.
chr15:79896610-79897401	1	1	0	0	proximal	ENSG00000286813,MTHFS	.
chr15:79922728-79923187	1	1	0	0	proximal	ENSG00000278600,ST20,ST20-AS1,ST20-MTHFS	.
chr15:79923302-79924134	2	1	0	0	proximal	ST20,ST20-AS1,ST20-MTHFS	.
chr15:80059287-80060247	1	1	0	0	proximal	ZFAND6	.
chr15:80093135-80093317	1	1	0	0	distal	.	.
chr15:80120899-80121203	1	1	0	0	distal	.	.
chr15:80241683-80241848	1	1	0	0	distal	.	.
chr15:80417711-80417861	1	1	0	0	distal	.	.
chr15:80430847-80431009	1	1	0	0	distal	.	.
chr15:80567812-80568011	1	1	0	0	distal	.	.
chr15:80695536-80695908	1	1	0	0	distal	.	.
chr15:80747848-80748069	2	1	0	0	distal	.	.
chr15:80945110-80945260	1	1	0	0	distal	.	.
chr15:80989524-80990067	3	1	0	0	proximal	MESD	.
chr15:81001262-81001529	1	1	0	0	proximal	ENSG00000288625,TLNRD1	.
chr15:81236909-81237186	1	1	0	0	distal	.	.
chr15:81275161-81275311	2	1	0	0	distal	.	.
chr15:81878293-81878908	1	1	0	0	distal	.	.
chr15:82045633-82045795	1	1	0	0	proximal	MEX3B	.
chr15:82068325-82068475	2	1	0	0	distal	.	.
chr15:82198097-82198305	1	1	0	0	distal	.	.
chr15:82261992-82263157	1	1	0	0	proximal	EFL1,SAXO2	.
chr15:82647611-82647956	1	1	0	0	proximal	CPEB1-AS1	.
chr15:82698225-82698375	1	1	0	0	distal	.	.
chr15:82709385-82709665	3	2	1	1	proximal	AP3B2	.
chr15:82750285-82750713	1	1	0	0	proximal	ENSG00000286817,SNHG21	.
chr15:82751035-82751185	1	1	0	0	proximal	ENSG00000286817,SNHG21	.
chr15:82809372-82810091	2	2	1	1	proximal	WHAMM	.
chr15:82849684-82849892	2	2	1	1	distal	.	.
chr15:82896462-82896693	1	1	0	0	distal	.	.
chr15:82985839-82986722	1	1	0	0	proximal	HOMER2,RAMAC	.
chr15:83061793-83062076	1	1	0	0	distal	.	.
chr15:83074066-83074236	1	1	0	0	distal	.	.
chr15:83207956-83208194	1	1	0	0	proximal	HDGFL3	.
chr15:83226285-83226435	1	1	0	0	distal	.	.
chr15:83383683-83383926	1	1	0	0	distal	.	.
chr15:83446757-83447838	1	1	0	0	proximal	SH3GL3	.
chr15:83871984-83872155	1	1	0	0	distal	.	.
chr15:83955692-83955842	1	1	0	0	distal	.	.
chr15:84079887-84080741	1	1	0	0	proximal	ENSG00000291062	.
chr15:84172578-84172811	2	1	0	0	proximal	ENSG00000259694,ENSG00000290688	.
chr15:84387226-84387398	1	1	0	0	distal	.	.
chr15:84421604-84422095	1	1	0	0	proximal	ENSG00000259774	.
chr15:84470344-84470670	1	1	0	0	distal	.	.
chr15:84512222-84512646	2	1	0	0	proximal	ENSG00000291026	.
chr15:84570471-84571373	2	1	0	0	proximal	LINC00933,UBE2Q2P1	.
chr15:84585700-84585863	1	1	0	0	distal	.	.
chr15:84588020-84588310	1	1	0	0	distal	.	.
chr15:84600770-84601190	1	1	0	0	proximal	ZSCAN2	.
chr15:84654316-84654480	1	1	0	0	proximal	WDR73	.
chr15:84658171-84658524	1	1	0	0	proximal	NMB	.
chr15:84706865-84707092	1	1	0	0	distal	.	.
chr15:84748749-84749010	1	1	0	0	proximal	ZNF592	.
chr15:84766650-84766800	1	1	0	0	distal	.	.
chr15:84887507-84887662	3	1	0	0	distal	.	.
chr15:84915021-84915455	2	1	0	0	proximal	ENSG00000286505	.
chr15:84928258-84928446	2	1	0	0	distal	.	.
chr15:84955474-84955648	1	1	0	0	distal	.	.
chr15:84980320-84980924	1	1	0	0	proximal	PDE8A	.
chr15:85201768-85201984	1	1	0	0	distal	.	.
chr15:85204388-85204593	1	1	0	0	distal	.	.
chr15:85264148-85264344	3	1	0	0	distal	.	.
chr15:85379930-85380739	1	1	0	0	proximal	AKAP13	.
chr15:85413506-85413799	2	1	0	0	distal	.	.
chr15:85434060-85434243	1	1	0	0	distal	.	.
chr15:85640072-85640233	1	1	0	0	distal	.	.
chr15:85775959-85776109	1	1	0	0	distal	.	.
chr15:88309233-88309383	1	1	0	0	distal	.	.
chr15:88519134-88519372	1	1	0	0	distal	.	.
chr15:88546286-88546829	1	1	0	0	proximal	DET1,ENSG00000173867	.
chr15:88621107-88621641	1	1	0	0	proximal	AEN	.
chr15:88621962-88622112	1	1	0	0	proximal	AEN	.
chr15:88681834-88682085	2	1	0	0	distal	.	.
chr15:88711814-88711964	1	1	0	0	distal	.	.
chr15:88750652-88750802	1	1	0	0	distal	.	.
chr15:88851706-88851942	1	1	0	0	distal	.	.
chr15:88913140-88913584	2	1	0	0	proximal	MFGE8	.
chr15:89004921-89005071	1	1	0	0	distal	.	.
chr15:89020548-89020698	2	1	0	0	distal	.	.
chr15:89040905-89041055	1	1	0	0	proximal	CARMAL	.
chr15:89057613-89057777	2	1	0	0	distal	.	.
chr15:89158375-89158583	2	1	0	0	distal	.	.
chr15:89177828-89178002	2	1	0	0	distal	.	.
chr15:89195028-89195243	1	1	0	0	distal	.	.
chr15:89216977-89217161	1	1	0	0	distal	.	.
chr15:89334436-89335390	1	1	0	0	proximal	POLG,POLG-DT	.
chr15:89358688-89359129	1	1	0	0	distal	.	.
chr15:89383575-89383912	1	1	0	0	distal	.	.
chr15:89399119-89399315	2	1	0	0	proximal	ENSG00000289128	.
chr15:89399907-89400248	1	1	0	0	proximal	ENSG00000289128	.
chr15:89411580-89411828	1	1	0	0	distal	.	.
chr15:89523476-89523626	1	1	0	0	proximal	LINC00928	.
chr15:89556756-89556937	1	1	0	0	distal	.	.
chr15:89560080-89560230	1	1	0	0	distal	.	.
chr15:89575024-89575580	1	1	0	0	proximal	TICRR	.
chr15:89647155-89647651	2	1	0	0	distal	.	.
chr15:89654672-89655754	2	1	0	0	distal	.	.
chr15:89666260-89666432	1	1	0	0	distal	.	.
chr15:89690484-89690874	4	1	0	0	proximal	PEX11A,WDR93	.
chr15:89740111-89740346	1	1	0	0	distal	.	.
chr15:89750755-89751263	2	1	0	0	proximal	MESP1	.
chr15:89760818-89761232	2	1	0	0	proximal	MESP2	.
chr15:89776342-89776677	1	1	0	0	distal	.	.
chr15:89861646-89861822	3	2	1	1	distal	.	.
chr15:89912241-89913085	1	1	0	0	proximal	ARPIN,ARPIN-AP3S2	.
chr15:90001763-90002276	1	1	0	0	proximal	ZNF710	.
chr15:90046513-90046663	1	1	0	0	distal	.	.
chr15:90048384-90048534	1	1	0	0	distal	.	.
chr15:90102189-90102740	4	2	1	1	proximal	IDH2,IDH2-DT	.
chr15:90143242-90143783	1	1	0	0	distal	.	.
chr15:90156073-90156223	1	1	0	0	distal	.	.
chr15:90157908-90158103	3	1	0	0	distal	.	.
chr15:90162701-90162861	1	1	0	0	distal	.	.
chr15:90165703-90166002	1	1	0	0	distal	.	.
chr15:90201226-90201900	2	2	1	1	distal	.	.
chr15:90233563-90234297	1	1	0	0	proximal	CIB1,ENSG00000284626,GDPGP1	.
chr15:90249188-90249611	2	1	0	0	proximal	ENSG00000261147,TTLL13	.
chr15:90265300-90265951	1	1	0	0	proximal	ENSG00000275674,NGRN	.
chr15:90319981-90320366	2	1	0	0	distal	.	.
chr15:90351792-90351998	1	1	0	0	proximal	ZNF774	.
chr15:90352056-90352416	2	1	0	0	proximal	ZNF774	.
chr15:90485720-90485870	1	1	0	0	distal	.	.
chr15:90529213-90529570	1	1	0	0	proximal	CRTC3	.
chr15:90529789-90530146	2	1	0	0	proximal	CRTC3	.
chr15:90716999-90717523	1	1	0	0	proximal	BLM,CRTC3-AS1	.
chr15:90780277-90780429	1	1	0	0	distal	.	.
chr15:90807549-90807702	1	1	0	0	distal	.	.
chr15:90864663-90864813	2	1	0	0	distal	.	.
chr15:90903243-90903533	1	1	0	0	distal	.	.
chr15:90930069-90930482	4	1	0	0	proximal	UNC45A	.
chr15:90931744-90931972	1	1	0	0	distal	.	.
chr15:90932500-90932684	2	1	0	0	distal	.	.
chr15:90935419-90935659	1	1	0	0	proximal	HDDC3	.
chr15:90954713-90955403	1	1	0	0	proximal	RCCD1,RCCD1-AS1	.
chr15:92304637-92304787	1	1	0	0	distal	.	.
chr15:92831584-92832135	1	1	0	0	distal	.	.
chr15:92984662-92984812	1	1	0	0	distal	.	.
chr15:93068630-93068999	1	1	0	0	distal	.	.
chr15:95539846-95540012	1	1	0	0	distal	.	.
chr15:96171110-96171315	2	1	0	0	proximal	ENSG00000259359	.
chr15:96246604-96246754	1	1	0	0	distal	.	.
chr15:96361068-96361272	1	1	0	0	distal	.	.
chr15:96554385-96554577	1	1	0	0	distal	.	.
chr15:98548181-98548974	1	1	0	0	distal	.	.
chr15:98648056-98648654	1	1	0	0	proximal	IGF1R,IRAIN	.
chr15:98727557-98727837	1	1	0	0	distal	.	.
chr15:98750686-98750884	2	2	1	1	distal	.	.
chr15:98776854-98777163	2	1	0	0	distal	.	.
chr15:98799544-98799777	1	1	0	0	distal	.	.
chr15:98805824-98806024	2	1	0	0	distal	.	.
chr15:98852335-98852600	1	1	0	0	distal	.	.
chr15:98873954-98874196	1	1	0	0	distal	.	.
chr15:98893430-98893748	2	1	0	0	proximal	ENSG00000259621	.
chr15:99014811-99015196	3	2	1	1	proximal	LUNAR1	.
chr15:99015275-99015569	2	1	0	0	proximal	LUNAR1	.
chr15:99059002-99059411	1	1	0	0	distal	.	.
chr15:99076610-99076991	1	1	0	0	distal	.	.
chr15:99100626-99100779	2	2	1	1	distal	.	.
chr15:99104745-99105101	1	1	0	0	proximal	SYNM-AS1	.
chr15:99123519-99124082	2	1	0	0	distal	.	.
chr15:99264222-99264439	1	1	0	0	distal	.	.
chr15:99275380-99275816	1	1	0	0	distal	.	.
chr15:99437412-99437667	1	1	0	0	distal	.	.
chr15:99565263-99565737	1	1	0	0	proximal	MEF2A	.
chr15:99668509-99668673	1	1	0	0	distal	.	.
chr15:99733382-99734008	1	1	0	0	proximal	LYSMD4	.
chr15:99755951-99756101	1	1	0	0	distal	.	.
chr15:99796374-99796524	1	1	0	0	distal	.	.
chr15:99806594-99806805	1	1	0	0	proximal	ENSG00000259363,ENSG00000290767	.
chr16:1025241-1025688	1	1	0	0	distal	.	.
chr16:10269-10465	1	1	0	0	distal	.	.
chr16:1055151-1055398	2	1	0	0	distal	.	.
chr16:1070613-1070763	1	1	0	0	distal	.	.
