cluster	n_peaks	n_proximal	n_distal	n_genes	span	states	genes
2453	3	1	2	1	chr7:43729490-44289882 (560kb)	.	COA1
2461	3	1	2	1	chr7:5045673-5931908 (886kb)	.	RBAK
2472	3	1	2	1	chr7:64665947-65016425 (350kb)	.	ZNF107
2473	3	2	1	2	chr7:65037914-65959279 (921kb)	.	CCT6P3,ENSG00000282381
2500	3	2	1	2	chr7:96941045-97972424 (1031kb)	.	DLX6,ENSG00000284707
2502	3	2	1	2	chr7:99144098-99500470 (356kb)	.	CPSF4,SMURF1
2503	3	2	1	4	chr7:99558464-100479595 (921kb)	.	ENSG00000272647,FAM200A,TSC22D4,ZNF655
2508	3	1	2	2	chr8:103020791-103349487 (329kb)	.	ATP6V1C1,ENSG00000254236
2510	3	1	2	1	chr8:108083320-108234186 (151kb)	.	RSPO2
2524	3	1	2	1	chr8:124475520-124789023 (314kb)	.	RNF139
2525	3	1	2	1	chr8:129726400-129939414 (213kb)	.	ENSG00000253720
2529	3	1	2	2	chr8:140856003-141508016 (652kb)	.	ENSG00000287325,MROH5
2530	3	1	2	1	chr8:142678377-143341111 (663kb)	.	LY6K
2535	3	2	1	2	chr8:144062517-144951010 (888kb)	.	ZNF16,ZNF517
2545	3	1	2	1	chr8:37610846-38442569 (832kb)	.	ASH2L
2548	3	2	1	2	chr8:37779910-37899843 (120kb)	.	BRF2,RAB11FIP1
2549	3	2	1	4	chr8:38176722-38997265 (821kb)	.	ADAM9,BAG4,LSM1,TM2D2
2550	3	2	1	3	chr8:38231218-38611804 (381kb)	.	ENSG00000272092,ENSG00000285632,NSD3
2562	3	1	2	1	chr8:69833264-70165952 (333kb)	.	SLCO5A1-AS1
2566	3	1	2	1	chr8:72479385-72537087 (58kb)	.	KCNB2
2567	3	2	1	2	chr8:73008576-73484236 (476kb)	.	RDH10,TERF1
2569	3	2	1	2	chr8:80029626-80578794 (549kb)	.	ENSG00000251867,MRPS28
2572	3	2	1	2	chr8:85245396-85657673 (412kb)	.	CA2,ENSG00000258256
2578	3	1	2	2	chr8:96228622-96495428 (267kb)	.	MTERF3,PTDSS1
2579	3	2	1	3	chr8:97643836-98294451 (651kb)	.	ENSG00000287654,MTDH,NIPAL2
2580	3	2	1	3	chr8:97869485-98471308 (602kb)	.	MATN2,POP1,RIDA
2581	3	1	2	2	chr8:99012959-99126453 (113kb)	.	VPS13B,VPS13B-DT
2583	3	2	1	2	chr9:109119456-109331254 (212kb)	.	EPB41L4B,TMEM245
2584	3	2	1	3	chr9:112956202-113410845 (455kb)	.	C9orf43,POLE3,WDR31
2590	3	1	2	2	chr9:120743036-121268391 (525kb)	.	B3GALT9,FBXW2
2594	3	1	2	1	chr9:123102618-123930330 (828kb)	.	DENND1A
2596	3	1	2	1	chr9:124287316-124771451 (484kb)	.	NR6A1
2598	3	1	2	1	chr9:125143455-125863254 (720kb)	.	SCAI
2611	3	2	1	3	chr9:129258359-129835528 (577kb)	.	C9orf78,TOR1B,USP20
2615	3	2	1	3	chr9:130444609-130713343 (269kb)	.	ABL1,ASS1,ENSG00000288570
2617	3	2	1	2	chr9:131125313-131786107 (661kb)	.	NUP214,UCK1
2618	3	2	1	3	chr9:132354714-133121549 (767kb)	.	DDX31,GTF3C4,SETX
2626	3	1	2	1	chr9:136275090-136400374 (125kb)	.	SNAPC4
2634	3	1	2	1	chr9:20658216-21318663 (660kb)	.	FOCAD
2636	3	1	2	1	chr9:21789604-22117655 (328kb)	.	CDKN2B
2650	3	1	2	2	chr9:36848327-37815854 (968kb)	.	ENSG00000233242,ZCCHC7
2651	3	2	1	4	chr9:37079323-37644135 (565kb)	.	EBLN3P,ENSG00000256966,ENSG00000260100,TOMM5
2652	3	1	2	1	chr9:37415384-38227449 (812kb)	.	FRMPD1
2668	3	1	2	2	chr9:91855084-92725326 (870kb)	.	CENPP,NOL8
2687	3	1	2	1	chrX:103628707-104150297 (522kb)	.	TCEAL1
2688	3	1	2	1	chrX:106034499-106878564 (844kb)	.	RADX
2707	3	1	2	1	chrX:133880046-134406505 (526kb)	.	PHF6
2709	3	1	2	1	chrX:134713742-135354672 (641kb)	.	MOSPD1
2710	3	2	1	3	chrX:135021587-135532714 (511kb)	.	INTS6L,INTS6L-AS1,RTL8B
2718	3	1	2	1	chrX:153744448-154379491 (635kb)	.	EMD
2719	3	2	1	2	chrX:154444324-155057749 (613kb)	.	DKC1,FAM50A
2731	3	1	2	2	chrX:47054538-48163426 (1109kb)	.	UXT,UXT-AS1
2744	3	2	1	2	chrX:54495787-55000428 (505kb)	.	APEX2,FGD1
2745	3	2	1	3	chrX:69504094-70496718 (993kb)	.	KIF4A,NALF2,PDZD11
2748	3	2	1	2	chrX:70937213-71911010 (974kb)	.	NHSL2,TAF1
2757	3	0	3	0	chr10:99520953-100482833 (962kb)	.	.
2763	3	3	0	3	chr10:102241551-102504101 (263kb)	.	GBF1,PITX3,SUFU
2785	3	0	3	0	chr10:678464-1577756 (899kb)	.	.
2786	3	0	3	0	chr10:131823689-132931417 (1108kb)	.	.
2794	3	0	3	0	chr10:21593572-22155492 (562kb)	.	.
2804	3	0	3	0	chr10:46309373-46845198 (536kb)	.	.
2815	3	3	0	3	chr10:70145693-70405199 (260kb)	.	EIF4EBP2,SAR1A,TYSND1
2824	3	0	3	0	chr10:73635776-73966487 (331kb)	.	.
2850	3	0	3	0	chr1:100539686-101239000 (699kb)	.	.
2852	3	0	3	0	chr1:108182519-108807113 (625kb)	.	.
2853	3	0	3	0	chr1:108714689-109149615 (435kb)	.	.
2856	3	0	3	0	chr1:109532854-110466177 (933kb)	.	.
2858	3	0	3	0	chr1:110106168-110550393 (444kb)	.	.
2859	3	3	0	3	chr1:11012522-11762228 (750kb)	.	AGTRAP,C1orf167,TARDBP
2892	3	0	3	0	chr11:129583051-130384603 (802kb)	.	.
2893	3	0	3	0	chr11:129641683-130213500 (572kb)	.	.
2898	3	0	3	0	chr1:115981468-116643518 (662kb)	.	.
2899	3	3	0	5	chr11:16738350-17352390 (614kb)	.	ENSG00000285545,NCR3LG1,NUCB2,PIK3C2A,SOX6
2911	3	0	3	0	chr1:1291970-2189825 (898kb)	.	.
2912	3	3	0	5	chr11:31509446-32435869 (926kb)	.	ELP4,IMMP1L,PAUPAR,WT1,WT1-AS
2924	3	0	3	0	chr11:45694386-46369720 (675kb)	.	.
2925	3	3	0	3	chr1:145823776-146037798 (214kb)	.	HJV,POLR3C,RNF115
2930	3	3	0	4	chr11:47214791-47566332 (352kb)	.	CELF1,DDB2,NDUFS3,PTPMT1
2939	3	0	3	0	chr1:149558295-150364778 (806kb)	.	.
2942	3	3	0	5	chr1:150281704-151198661 (917kb)	.	CIART,ENSA,ENSG00000288880,ENSG00000289041,PIP5K1A
2969	3	0	3	0	chr1:16367374-17207257 (840kb)	.	.
2970	3	3	0	4	chr11:63938212-64449804 (512kb)	.	ENSG00000289486,LINC02724,NAA40,STIP1
2975	3	0	3	0	chr1:164635232-165258240 (623kb)	.	.
2986	3	0	3	0	chr11:67968586-68447490 (479kb)	.	.
3018	3	0	3	0	chr1:181575181-182226260 (651kb)	.	.
3024	3	3	0	3	chr1:184973739-185316916 (343kb)	.	IVNS1ABP,NIBAN1,RNF2
3033	3	0	3	0	chr11:94768061-95151940 (384kb)	.	.
3039	3	0	3	0	chr1:199973030-200506704 (534kb)	.	.
3061	3	3	0	3	chr12:10212723-10613764 (401kb)	.	GABARAPL1,LINC02598,MAGOHB
3063	3	0	3	0	chr12:104286787-104521754 (235kb)	.	.
3083	3	0	3	0	chr12:119688517-120325709 (637kb)	.	.
3092	3	0	3	0	chr12:12281466-12788397 (507kb)	.	.
3095	3	0	3	0	chr12:525135-1576801 (1052kb)	.	.
3102	3	0	3	0	chr1:212967843-213446116 (478kb)	.	.
3117	3	0	3	0	chr1:22150468-22841337 (691kb)	.	.
3120	3	0	3	0	chr1:221940291-222465911 (526kb)	.	.
3126	3	3	0	6	chr1:223845541-224434984 (589kb)	.	CNIH3,ENSG00000278467,ENSG00000288999,ENSG00000290989,ENSG00000291068,TP53BP2
3130	3	0	3	0	chr1:224736978-225360003 (623kb)	.	.
3132	3	0	3	0	chr1:225746671-226575559 (829kb)	.	.
3140	3	0	3	0	chr12:27652229-28115701 (463kb)	.	.
3148	3	0	3	0	chr1:228664510-229221917 (557kb)	.	.
3149	3	0	3	0	chr1:228804729-229200298 (396kb)	.	.
3151	3	0	3	0	chr1:229330498-230093603 (763kb)	.	.
3161	3	0	3	0	chr1:234544693-235176742 (632kb)	.	.
3177	3	0	3	0	chr1:242454659-242652253 (198kb)	.	.
3182	3	0	3	0	chr1:24642806-24994441 (352kb)	.	.
3194	3	3	0	4	chr1:25239618-25906646 (667kb)	.	ENSG00000284657,MACO1,RHCE,STMN1
3196	3	0	3	0	chr12:53633403-54080466 (447kb)	.	.
3207	3	0	3	0	chr1:26500310-27349832 (850kb)	.	.
3208	3	0	3	0	chr1:26531199-26922181 (391kb)	.	.
3212	3	0	3	0	chr12:66066289-66745163 (679kb)	.	.
3215	3	3	0	2	chr12:67069544-67269710 (200kb)	.	CAND1,GRIP1
3228	3	0	3	0	chr12:84877109-84911728 (35kb)	.	.
3241	3	3	0	4	chr13:113153978-113364406 (210kb)	.	CUL4A,ENSG00000283828,GRTP1,PCID2
3242	3	0	3	0	chr1:31181991-31938916 (757kb)	.	.
3250	3	0	3	0	chr13:27533146-28350610 (817kb)	.	.
3265	3	0	3	0	chr13:43649701-44142563 (493kb)	.	.
3271	3	0	3	0	chr13:49607104-50119038 (512kb)	.	.
3276	3	0	3	0	chr13:61822333-62388035 (566kb)	.	.
3279	3	0	3	0	chr13:64305197-65237429 (932kb)	.	.
3289	3	0	3	0	chr13:68018305-68856064 (838kb)	.	.
3292	3	0	3	0	chr13:71879275-72067813 (189kb)	.	.
3302	3	0	3	0	chr13:77298098-78389017 (1091kb)	.	.
3304	3	0	3	0	chr13:79225977-80490820 (1265kb)	.	.
3316	3	0	3	0	chr13:92102610-92844019 (741kb)	.	.
3319	3	0	3	0	chr13:93937619-94464421 (527kb)	.	.
3334	3	0	3	0	chr14:100214058-100240710 (27kb)	.	.
3340	3	0	3	0	chr14:103520920-104071528 (551kb)	.	.
3346	3	0	3	0	chr14:20971025-21602848 (632kb)	.	.
3350	3	3	0	3	chr14:22872287-23435777 (563kb)	.	C14orf93,LRP10,MYH7
3355	3	3	0	6	chr1:42816909-43368524 (552kb)	.	ELOVL1,ENSG00000288772,ERMAP,SLC2A1,SLC2A1-DT,SVBP
3369	3	0	3	0	chr1:44342051-44820334 (478kb)	.	.
3383	3	0	3	0	chr14:58151768-58872471 (721kb)	.	.
3384	3	0	3	0	chr14:58349679-58362666 (13kb)	.	.
3391	3	0	3	0	chr14:72688039-73504790 (817kb)	.	.
3411	3	0	3	0	chr1:50977785-51297145 (319kb)	.	.
3427	3	3	0	5	chr15:43106095-43777525 (671kb)	.	ADAL,ELL3,LCMT2,SERF2,UBR1
3440	3	0	3	0	chr15:65095164-66357128 (1262kb)	.	.
3452	3	0	3	0	chr15:69394630-70006380 (612kb)	.	.
3455	3	0	3	0	chr15:70460333-70841084 (381kb)	.	.
3460	3	0	3	0	chr15:73857938-74382629 (525kb)	.	.
3463	3	0	3	0	chr15:75029353-75758867 (730kb)	.	.
3465	3	3	0	4	chr15:75624979-75904667 (280kb)	.	DNM1P35,ENSG00000260235,FBXO22,SNUPN
3470	3	0	3	0	chr15:78860044-79344012 (484kb)	.	.
3473	3	0	3	0	chr15:80695536-81878908 (1183kb)	.	.
3482	3	0	3	0	chr15:88681834-89383912 (702kb)	.	.
3483	3	0	3	0	chr15:88711814-89666432 (955kb)	.	.
3486	3	0	3	0	chr15:89740111-90807702 (1068kb)	.	.
3493	3	0	3	0	chr1:59759474-60079097 (320kb)	.	.
3516	3	0	3	0	chr16:27235077-28278461 (1043kb)	.	.
3522	3	0	3	0	chr16:28349578-28765750 (416kb)	.	.
3531	3	0	3	0	chr1:63173130-63903084 (730kb)	.	.
3534	3	0	3	0	chr1:64137207-64966963 (830kb)	.	.
3553	3	3	0	4	chr16:66552350-67416823 (864kb)	.	CKLF,CKLF-CMTM1,TK2,ZDHHC1
3554	3	3	0	4	chr16:67170386-67668157 (498kb)	.	ACD,ENKD1,NOL3,PARD6A
3556	3	3	0	3	chr16:69330335-69754742 (424kb)	.	COG8,NOB1,PDF
3560	3	0	3	0	chr16:73055625-73071568 (16kb)	.	.
3566	3	3	0	4	chr16:75555795-75623552 (68kb)	.	ADAT1,ENSG00000276408,GABARAPL2,TMEM231
3583	3	0	3	0	chr17:17823615-18753372 (930kb)	.	.
3591	3	0	3	0	chr17:20171750-21060587 (889kb)	.	.
3595	3	0	3	0	chr17:20843544-20944554 (101kb)	.	.
3603	3	3	0	4	chr17:29622825-30292329 (670kb)	.	BLMH,CORO6,ENSG00000263657,ENSG00000264007
3611	3	3	0	7	chr17:42609036-43389388 (780kb)	.	ENSG00000288909,LINC00910,PTGES3L,PTGES3L-AARSD1,RETREG3,RUNDC1,TUBG1
3618	3	0	3	0	chr17:47067231-47531319 (464kb)	.	.
3619	3	0	3	0	chr17:47275563-47947201 (672kb)	.	.
3634	3	0	3	0	chr17:59073718-60142572 (1069kb)	.	.
3641	3	3	0	3	chr17:64661892-65057023 (395kb)	.	AMZ2P1,GNA13,SMURF2
3646	3	0	3	0	chr17:72986160-73429705 (444kb)	.	.
3661	3	0	3	0	chr17:78140295-79046150 (906kb)	.	.
3662	3	0	3	0	chr17:78289845-78828756 (539kb)	.	.
3663	3	3	0	2	chr17:78377891-78841166 (463kb)	.	PGS1,USP36
3669	3	0	3	0	chr17:81918042-82352070 (434kb)	.	.
3670	3	0	3	0	chr17:82742155-83026911 (285kb)	.	.
3676	3	0	3	0	chr18:22223723-22419074 (195kb)	.	.
3696	3	0	3	0	chr18:36973191-37880280 (907kb)	.	.
3704	3	0	3	0	chr1:8489158-9308027 (819kb)	.	.
3705	3	0	3	0	chr1:84969468-85465495 (496kb)	.	.
3722	3	3	0	3	chr19:11155720-11529373 (374kb)	.	ECSIT,ENSG00000267082,SPC24
3724	3	3	0	4	chr19:11639539-12163279 (524kb)	.	ENSG00000197332,ENSG00000286098,ZNF136,ZNF433-AS1
3735	3	0	3	0	chr19:18612141-19526212 (914kb)	.	.
3739	3	0	3	0	chr1:92268925-92784897 (516kb)	.	.
3744	3	0	3	0	chr19:32224736-32826642 (602kb)	.	.
3745	3	0	3	0	chr19:32373949-33403136 (1029kb)	.	.
3749	3	0	3	0	chr19:3429585-4180382 (751kb)	.	.
3754	3	3	0	2	chr19:35248095-35558381 (310kb)	.	ENSG00000283907,LSR
3770	3	0	3	0	chr19:47707195-48260376 (553kb)	.	.
3773	3	0	3	0	chr19:47813861-48419540 (606kb)	.	.
3787	3	3	0	4	chr19:55166955-55675341 (508kb)	.	DNAAF3,ENSG00000267523,EPN1,ZNF784
3793	3	3	0	5	chr19:57435021-57819505 (384kb)	.	ENSG00000268750,ZIK1,ZNF416,ZNF587B,ZNF749
3795	3	3	0	4	chr19:57599731-58327117 (727kb)	.	ENSG00000283103,ZNF530,ZNF776,ZSCAN22
3803	3	0	3	0	chr20:21050771-21768065 (717kb)	.	.
3807	3	0	3	0	chr20:2820318-3115859 (296kb)	.	.
3813	3	3	0	3	chr20:34515469-35617060 (1102kb)	.	DYNLRB1,SPAG4,UQCC1
3814	3	0	3	0	chr20:34769838-35370218 (600kb)	.	.
3835	3	3	0	3	chr20:63537765-63627563 (90kb)	.	GMEB2,MHENCR,PTK6
3839	3	0	3	0	chr2:100339405-101040033 (701kb)	.	.
3853	3	0	3	0	chr2:113199124-113952833 (754kb)	.	.
3865	3	0	3	0	chr21:31472279-31931900 (460kb)	.	.
3873	3	0	3	0	chr21:37009869-37435429 (426kb)	.	.
3890	3	0	3	0	chr21:45542353-46370097 (828kb)	.	.
3893	3	3	0	4	chr21:45982526-46636317 (654kb)	.	COL6A1,LSS,MCM3AP-AS1,PRMT2
3909	3	0	3	0	chr2:171176136-171761577 (585kb)	.	.
3913	3	3	0	2	chr2:174247899-174683272 (435kb)	.	OLA1,WIPF1
3921	3	0	3	0	chr21:8405094-8472435 (67kb)	.	.
3926	3	3	0	3	chr2:191677404-192195468 (518kb)	.	ENSG00000288900,NABP1,TMEFF2
3950	3	0	3	0	chr22:18586291-19025239 (439kb)	.	.
3961	3	3	0	2	chr22:21643118-21868315 (225kb)	.	MAPK1,SDF2L1
3964	3	0	3	0	chr2:222709317-222928034 (219kb)	.	.
3976	3	0	3	0	chr22:27879887-28442638 (563kb)	.	.
3987	3	0	3	0	chr2:232524065-233780372 (1256kb)	.	.
3994	3	0	3	0	chr22:36144749-36978359 (834kb)	.	.
4002	3	3	0	3	chr22:40636397-41448815 (812kb)	.	ACO2,MRTFA,SLC25A17
4003	3	0	3	0	chr22:41022175-41533491 (511kb)	.	.
4012	3	0	3	0	chr22:43220751-43404038 (183kb)	.	.
4026	3	3	0	3	chr2:25041868-25982810 (941kb)	.	ASXL2,EFR3B,KIF3C
4035	3	0	3	0	chr2:38714599-39069132 (355kb)	.	.
4036	3	0	3	0	chr2:39120971-39790867 (670kb)	.	.
4043	3	0	3	0	chr2:47034105-47242962 (209kb)	.	.
4060	3	0	3	0	chr2:70617577-71510491 (893kb)	.	.
4077	3	3	0	2	chr3:101512543-101828075 (316kb)	.	NFKBIZ,SENP7
4082	3	0	3	0	chr3:10772684-11720413 (948kb)	.	.
4085	3	0	3	0	chr3:112617446-113254458 (637kb)	.	.
4088	3	3	0	4	chr3:119240768-120095823 (855kb)	.	B4GALT4,COX17,GSK3B,GSK3B-DT
4089	3	3	0	5	chr3:120094070-120908914 (815kb)	.	ENSG00000286827,GSK3B,GSK3B-DT,NDUFB4,STXBP5L
4095	3	0	3	0	chr3:127494941-128234475 (740kb)	.	.
4130	3	3	0	4	chr3:172039392-172751394 (712kb)	.	ECT2,ENSG00000287012,FNDC3B,NCEH1
4161	3	0	3	0	chr3:43622631-44198921 (576kb)	.	.
4169	3	0	3	0	chr3:47550756-48507906 (957kb)	.	.
4186	3	0	3	0	chr3:59212249-59751607 (539kb)	.	.
4191	3	0	3	0	chr3:70550783-71888469 (1338kb)	.	.
4196	3	0	3	0	chr3:93470289-93950314 (480kb)	.	.
4207	3	0	3	0	chr4:112309263-113395120 (1086kb)	.	.
4222	3	0	3	0	chr4:145936532-146491684 (555kb)	.	.
4233	3	0	3	0	chr4:172611166-173281475 (670kb)	.	.
4235	3	3	0	5	chr4:17614510-18021143 (407kb)	.	DCAF16,LCORL,MED28,MED28-DT,NCAPG
4251	3	0	3	0	chr4:49514297-50207175 (693kb)	.	.
4264	3	0	3	0	chr4:70705312-71187427 (482kb)	.	.
4272	3	0	3	0	chr4:8044608-8410891 (366kb)	.	.
4274	3	0	3	0	chr4:82105050-82967870 (863kb)	.	.
4275	3	3	0	4	chr4:82797681-83456268 (659kb)	.	HELQ,LIN54,MRPS18C,SCD5
4278	3	0	3	0	chr4:87019482-87329565 (310kb)	.	.
4289	3	3	0	3	chr5:10250130-10308103 (58kb)	.	ATPSCKMT,CCT5,CMBL
4310	3	0	3	0	chr5:134341919-135247236 (905kb)	.	.
4321	3	0	3	0	chr5:142211493-142496107 (285kb)	.	.
4327	3	0	3	0	chr5:149015683-150429251 (1414kb)	.	.
4331	3	0	3	0	chr5:150993094-151447707 (455kb)	.	.
4334	3	0	3	0	chr5:154159413-154405526 (246kb)	.	.
4366	3	0	3	0	chr5:179522272-180457220 (935kb)	.	.
4367	3	0	3	0	chr5:180315793-180817169 (501kb)	.	.
4371	3	0	3	0	chr5:181188052-181244482 (56kb)	.	.
4378	3	0	3	0	chr5:36233248-37090748 (858kb)	.	.
4393	3	0	3	0	chr5:65534803-65984585 (450kb)	.	.
4413	3	0	3	0	chr5:95539728-95859035 (319kb)	.	.
4424	3	3	0	4	chr6:109482980-109691587 (209kb)	.	AK9,FIG4,ZBTB24,ZBTB24-DT
4426	3	0	3	0	chr6:109713558-110492861 (779kb)	.	.
4433	3	0	3	0	chr6:113356879-113971573 (615kb)	.	.
4436	3	0	3	0	chr6:116501230-117483126 (982kb)	.	.
4445	3	0	3	0	chr6:121573588-122250148 (677kb)	.	.
4446	3	0	3	0	chr6:122872254-123362344 (490kb)	.	.
4456	3	0	3	0	chr6:132798441-133342177 (544kb)	.	.
4461	3	0	3	0	chr6:137309228-137574583 (265kb)	.	.
4480	3	0	3	0	chr6:15255273-15604575 (349kb)	.	.
4487	3	0	3	0	chr6:158552268-159711988 (1160kb)	.	.
4492	3	0	3	0	chr6:161286892-161703668 (417kb)	.	.
4501	3	0	3	0	chr6:16803800-17433210 (629kb)	.	.
4509	3	0	3	0	chr6:21588551-21801172 (213kb)	.	.
4511	3	0	3	0	chr6:2454240-2854012 (400kb)	.	.
4513	3	0	3	0	chr6:25788560-26305574 (517kb)	.	.
4517	3	0	3	0	chr6:26863569-27687772 (824kb)	.	.
4521	3	0	3	0	chr6:27785323-28104811 (319kb)	.	.
4534	3	0	3	0	chr6:37387968-37937698 (550kb)	.	.
4537	3	0	3	0	chr6:41028074-42224049 (1196kb)	.	.
4539	3	0	3	0	chr6:42056685-42964080 (907kb)	.	.
4551	3	0	3	0	chr6:7247892-7414974 (167kb)	.	.
4565	3	0	3	0	chr7:99990970-100451022 (460kb)	.	.
4577	3	0	3	0	chr7:112112205-112392145 (280kb)	.	.
4581	3	0	3	0	chr7:116142299-116680966 (539kb)	.	.
4584	3	0	3	0	chr7:116631576-117090565 (459kb)	.	.
4587	3	0	3	0	chr7:1214780-1678954 (464kb)	.	.
4596	3	0	3	0	chr7:130136040-130924235 (788kb)	.	.
4606	3	3	0	5	chr7:148940749-149624470 (684kb)	.	ENSG00000286171,ENSG00000286180,ZNF398,ZNF425,ZNF767P
4607	3	0	3	0	chr7:149005812-149648895 (643kb)	.	.
4612	3	0	3	0	chr7:151018029-151368566 (351kb)	.	.
4627	3	3	0	4	chr7:1664778-2844697 (1180kb)	.	EIF3B,ELFN1,GNA12,SNX8
4635	3	0	3	0	chr7:2757973-2893148 (135kb)	.	.
4639	3	0	3	0	chr7:29254827-29865805 (611kb)	.	.
4657	3	0	3	0	chr7:58632260-59251894 (620kb)	.	.
4658	3	0	3	0	chr7:58692075-59321255 (629kb)	.	.
4668	3	0	3	0	chr7:75762549-76260650 (498kb)	.	.
4670	3	0	3	0	chr7:80870074-81478917 (609kb)	.	.
4689	3	0	3	0	chr8:102590048-103373501 (783kb)	.	.
4723	3	0	3	0	chr8:53692964-54203123 (510kb)	.	.
4755	3	0	3	0	chr9:120936587-121735348 (799kb)	.	.
4760	3	0	3	0	chr9:124163249-124501925 (339kb)	.	.
4763	3	0	3	0	chr9:124818464-125935379 (1117kb)	.	.
4778	3	0	3	0	chr9:131558243-132252870 (695kb)	.	.
4782	3	0	3	0	chr9:132779848-133407143 (627kb)	.	.
4784	3	3	0	3	chr9:133336085-133460056 (124kb)	.	CACFD1,REXO4,SURF6
4787	3	3	0	4	chr9:136118346-136992454 (874kb)	.	DKFZP434A062,GPSM1,PAXX,TMEM250
4788	3	3	0	4	chr9:136712370-137188413 (476kb)	.	AJM1,ANAPC2,DIPK1B,SSNA1
4790	3	0	3	0	chr9:18141103-18977140 (836kb)	.	.
4795	3	3	0	6	chr9:34328783-35080205 (751kb)	.	ENSG00000187186,ENSG00000230074,ENSG00000261215,FANCG,KIF24,NUDT2
4796	3	3	0	4	chr9:34329160-34590110 (261kb)	.	CNTFR,KIF24,MYORG,NUDT2
4803	3	0	3	0	chr9:36798360-37466760 (668kb)	.	.
4813	3	0	3	0	chr9:79182942-79662878 (480kb)	.	.
4820	3	0	3	0	chr9:86107182-87109381 (1002kb)	.	.
4822	3	0	3	0	chr9:87032031-87643385 (611kb)	.	.
4827	3	0	3	0	chr9:92134014-92696978 (563kb)	.	.
4829	3	0	3	0	chr9:95005085-95758336 (753kb)	.	.
4831	3	3	0	5	chr9:97237627-97983631 (746kb)	.	ANP32B,ENSG00000203279,SUGT1P4-STRA6LP,SUGT1P4-STRA6LP-CCDC180,XPA
4833	3	0	3	0	chr9:97598756-98290171 (691kb)	.	.
4840	3	0	3	0	chrX:102951349-103350897 (400kb)	.	.
4843	3	3	0	3	chrX:103629605-104157310 (528kb)	.	SLC25A53,TCEAL1,ZCCHC18
4853	3	0	3	0	chrX:115650995-115958549 (308kb)	.	.
4854	3	0	3	0	chrX:115665633-116246702 (581kb)	.	.
4859	3	0	3	0	chrX:119516370-119881137 (365kb)	.	.
4861	3	3	0	2	chrX:119758175-120311488 (553kb)	.	SOWAHD,TMEM255A
4863	3	0	3	0	chrX:123709294-124006779 (297kb)	.	.
4874	3	0	3	0	chrX:149470927-150174925 (704kb)	.	.
4877	3	0	3	0	chrX:150119896-150983389 (863kb)	.	.
4888	3	0	3	0	chrX:39688824-40474627 (786kb)	.	.
1130	3	0	3	0	chrX:71068053-71182447 (114kb)	.	.
