peak1	peak2	coaccess	qval	type1	type2	n_links
chr13:83599688-83599930	chr13:83881966-83882499	0.0246391	0.612027	proximal	distal	4
chr13:87274289-87274505	chr13:87672061-87672211	0.295442	0	proximal	distal	4
chr13:87671029-87671705	chr13:88118269-88118419	0.76714	0	proximal	distal	4
chr13:87673401-87673612	chr13:88228095-88228259	0.0288571	0.612027	proximal	distal	4
chr1:38872752-38873847	chr1:39183778-39184164	0.063629	1.05608e-05	proximal	distal	4
chr1:3900050-3901021	chr1:3910799-3911117	0.120344	0	proximal	distal	8
chr1:39081345-39081667	chr1:39463282-39463485	0.213253	0	proximal	distal	4
chr1:39081345-39081667	chr1:39509392-39509573	0.0381166	0.0951582	proximal	distal	4
chr1:39081345-39081667	chr1:39609678-39610053	0.0323638	0.393295	proximal	distal	4
chr13:90925977-90926222	chr13:91313172-91313330	0.120502	0	proximal	distal	4
chr1:39105162-39105479	chr1:39576742-39577075	0.139332	0	proximal	distal	4
chr1:39105162-39105479	chr1:39954768-39955371	0.0928861	1.00335e-12	proximal	distal	4
chr13:91348442-91349191	chr13:91844733-91844902	0.0240857	0.612027	proximal	distal	4
chr13:91549759-91549909	chr13:92379465-92379616	0.207337	0	proximal	distal	4
chr1:39242136-39242496	chr1:39639490-39640072	0.0465907	0.00774087	proximal	distal	4
chr13:92573479-92573687	chr13:93227657-93228304	0.0661974	3.25758e-06	proximal	distal	4
chr13:94016887-94017053	chr13:94601489-94602472	0.0513674	0.00150052	proximal	distal	4
chr13:94548929-94550253	chr13:94942300-94942450	0.0442761	0.0160968	proximal	distal	4
chr13:94548929-94550253	chr13:95359941-95360155	0.0215593	0.612027	proximal	distal	4
chr13:94596038-94596472	chr13:95128413-95128594	0.0295525	0.612027	proximal	distal	4
chr13:94601489-94602472	chr13:95148782-95148962	0.0392944	0.0691954	proximal	distal	4
chr13:94712757-94713251	chr13:94815823-94815973	0.0497482	0.00266707	proximal	distal	4
chr13:94712757-94713251	chr13:95192072-95192280	0.0940522	4.70679e-13	proximal	distal	4
chr13:95004178-95004328	chr13:95301368-95301893	0.0497203	0.00269355	proximal	distal	4
chr13:95018109-95018259	chr13:95677478-95677767	0.196828	0	proximal	distal	8
chr13:95301368-95301893	chr13:95506499-95506692	0.139834	0	proximal	distal	4
chr13:95624003-95624207	chr13:95644032-95644909	0.0395776	0.0640079	proximal	distal	4
chr13:96052936-96053822	chr13:96289684-96289834	0.068256	1.23399e-06	proximal	distal	4
chr13:96099061-96099228	chr13:96994707-96994890	0.0352375	0.199816	proximal	distal	4
chr1:39701927-39702322	chr1:39816898-39817085	0.264251	0	proximal	distal	4
chr1:39738634-39739166	chr1:39799772-39800228	0.021322	0.612027	proximal	distal	4
chr1:39764109-39764271	chr1:39883211-39883858	0.0464535	0.00809552	proximal	distal	4
chr1:39764109-39764271	chr1:40161119-40161716	0.0403898	0.0509613	proximal	distal	4
chr13:98142883-98143328	chr13:98327964-98328246	0.0981964	2.61359e-14	proximal	distal	4
chr13:98557099-98557483	chr13:98577018-98577346	0.0688051	9.48538e-07	proximal	distal	8
chr13:99200617-99200916	chr13:99871096-99871283	0.0457129	0.0102674	proximal	distal	8
chr13:99237499-99237649	chr13:99980571-99981234	0.0353395	0.194891	proximal	distal	8
chr13:99577951-99578109	chr13:99990521-99990851	0.173987	0	proximal	distal	4
chr13:99606484-99606922	chr13:99865467-99865901	0.0458054	0.0099683	proximal	distal	4
chr1:40039904-40041072	chr1:40266537-40266725	0.0938866	5.19387e-13	proximal	distal	4
chr1:40161119-40161716	chr1:40708842-40708992	0.0766014	1.73947e-08	proximal	distal	4
chr1:40161804-40161954	chr1:40537815-40537965	0.286137	0	proximal	distal	4
chr1:40315251-40315583	chr1:40449873-40450242	0.0615368	2.66185e-05	proximal	distal	8
chr1:40315251-40315583	chr1:40979276-40980143	0.0405892	0.0481943	proximal	distal	4
chr1:40862338-40862683	chr1:41268238-41268473	0.0287996	0.612027	proximal	distal	4
chr14:100192839-100193386	chr14:100375950-100376610	0.0216771	0.612027	proximal	distal	8
chr14:100221539-100221778	chr14:100375950-100376610	0.0271256	0.612027	proximal	distal	8
chr14:100238365-100238958	chr14:100272715-100272944	0.0385194	0.0854483	proximal	distal	8
chr14:100238365-100238958	chr14:100456129-100456309	0.0729446	1.19899e-07	proximal	distal	8
chr14:100238365-100238958	chr14:100476399-100476884	0.0329074	0.347528	proximal	distal	8
chr14:100272715-100272944	chr14:100375950-100376610	0.246871	0	proximal	distal	8
chr14:100375950-100376610	chr14:100783115-100783459	0.0354497	0.189626	proximal	distal	8
chr14:100440470-100440653	chr14:99971025-99971877	0.0473289	0.00607407	proximal	distal	4
chr14:101761381-101761652	chr14:101972423-101972706	0.0858892	8.37229e-11	proximal	distal	8
chr14:101848662-101848849	chr14:102316954-102317183	0.220548	0	proximal	distal	4
chr14:102079398-102079557	chr14:102316954-102317183	0.0350204	0.210785	proximal	distal	4
chr14:102139295-102140268	chr14:102451155-102451340	0.0241389	0.612027	proximal	distal	8
chr14:102304689-102305370	chr14:102437968-102438304	0.0341256	0.261723	proximal	distal	4
chr14:102510901-102511051	chr14:103333423-103333600	0.115993	0	proximal	distal	8
chr14:102516732-102517089	chr14:103056573-103056795	0.0954154	1.76827e-13	proximal	distal	4
chr14:102666894-102667087	chr14:103056992-103057863	0.075663	2.87864e-08	proximal	distal	8
chr14:102666894-102667087	chr14:103333811-103334284	0.0238222	0.612027	proximal	distal	8
chr14:103056573-103056795	chr14:103518643-103518946	0.0863067	6.5042e-11	proximal	distal	4
chr14:103056573-103056795	chr14:103801534-103801729	0.0460603	0.00919794	proximal	distal	4
chr14:103333811-103334284	chr14:103472326-103472519	0.0407686	0.0457923	proximal	distal	8
chr14:103333811-103334284	chr14:103628294-103628516	0.0392186	0.0706399	proximal	distal	8
chr14:103334373-103334523	chr14:103910412-103910592	0.0254932	0.612027	proximal	distal	8
chr14:103519756-103519906	chr14:103847476-103847798	0.0542443	0.000516763	proximal	distal	8
chr14:103847476-103847798	chr14:104214167-104214317	0.0696036	6.42427e-07	proximal	distal	8
chr14:104094745-104094904	chr14:104978077-104978558	0.154517	0	proximal	distal	4
chr14:104224550-104224723	chr14:104752550-104753225	0.0402171	0.0534847	proximal	distal	4
chr14:104640039-104640465	chr14:104768610-104768984	0.0213937	0.612027	proximal	distal	4
chr14:104640039-104640465	chr14:105314474-105314771	0.0212606	0.612027	proximal	distal	4
chr14:104658069-104658238	chr14:104752550-104753225	0.0511872	0.00160228	proximal	distal	4
chr14:104658069-104658238	chr14:104985567-104986394	0.0453006	0.0116982	proximal	distal	4
chr14:104658069-104658238	chr14:105021048-105021606	0.153581	0	proximal	distal	4
chr14:104658069-104658238	chr14:105489747-105489927	0.0399126	0.0582519	proximal	distal	4
chr14:104723285-104723435	chr14:104815967-104816426	0.0517592	0.00130284	proximal	distal	4
chr14:104723615-104723827	chr14:104815967-104816426	0.0538193	0.000607066	proximal	distal	4
chr14:104752550-104753225	chr14:104826284-104827040	0.0476988	0.00537555	proximal	distal	4
chr14:104752550-104753225	chr14:105316715-105317150	0.0603039	4.51555e-05	proximal	distal	4
chr14:104752550-104753225	chr14:105352374-105352524	0.0231472	0.612027	proximal	distal	4
chr14:104768610-104768984	chr14:105448710-105448889	0.143778	0	proximal	distal	4
chr14:104815575-104815850	chr14:105489747-105489927	0.407062	0	proximal	distal	4
chr14:104978077-104978558	chr14:105045710-105045994	0.123959	0	proximal	distal	4
chr14:104978077-104978558	chr14:105480812-105481449	0.146979	0	proximal	distal	4
chr14:105021048-105021606	chr14:105203126-105203285	0.0351552	0.20396	proximal	distal	4
chr1:41360954-41361496	chr1:41661649-41661942	0.0235786	0.612027	proximal	distal	4
chr1:41661649-41661942	chr1:42334631-42335503	0.11633	0	proximal	distal	4
chr14:20332951-20333125	chr14:20613257-20613880	0.107804	0	proximal	distal	4
chr14:20333197-20333672	chr14:20971025-20971646	0.0295035	0.612027	proximal	distal	4
chr1:42035156-42035788	chr1:42998833-42998983	0.115962	0	proximal	distal	8
chr14:20625229-20625697	chr14:21383553-21384096	0.0665996	2.70107e-06	proximal	distal	8
chr14:20632816-20633243	chr14:21383553-21384096	0.0362002	0.156788	proximal	distal	8
chr14:20653156-20653517	chr14:20684363-20684640	0.0534997	0.000684375	proximal	distal	12
chr14:20681923-20682178	chr14:21071523-21071834	0.165723	0	proximal	distal	4
chr14:20683957-20684281	chr14:21191973-21192301	0.0305426	0.588615	proximal	distal	12
chr14:20855692-20855981	chr14:21384163-21384520	0.022062	0.612027	proximal	distal	8
chr14:20989671-20990307	chr14:21191973-21192301	0.0750365	4.01921e-08	proximal	distal	4
chr14:21040237-21040404	chr14:21071523-21071834	0.0717175	2.2435e-07	proximal	distal	4
chr14:21071274-21071462	chr14:21694016-21694166	0.189263	0	proximal	distal	4
chr14:21104568-21104719	chr14:21191973-21192301	0.0882416	1.97795e-11	proximal	distal	4
chr14:21477576-21477726	chr14:21703738-21704008	0.0382421	0.092048	proximal	distal	4
chr14:22570696-22570846	chr14:22589026-22589905	0.0349275	0.215714	proximal	distal	4
chr14:22570696-22570846	chr14:22766784-22766982	0.0423351	0.0289849	proximal	distal	8
chr14:22598153-22598364	chr14:22886367-22886780	0.107185	0	proximal	distal	8
chr14:22598153-22598364	chr14:23478398-23478548	0.142508	0	proximal	distal	8
chr14:22766477-22766724	chr14:23295103-23295443	0.100333	0	proximal	distal	8
chr14:22766784-22766982	chr14:23285882-23286807	0.191736	0	proximal	distal	8
chr14:22886855-22887065	chr14:22929067-22929865	0.1937	0	proximal	distal	8
chr14:22886855-22887065	chr14:22930471-22930695	0.0987005	2.61359e-14	proximal	distal	4
chr14:22956761-22957620	chr14:23068954-23069198	0.101379	0	proximal	distal	4
chr14:23006673-23007419	chr14:23034806-23035313	0.0933138	7.62573e-13	proximal	distal	4
chr14:23056356-23056535	chr14:23183208-23183503	0.0459343	0.00957151	proximal	distal	4
chr14:23057549-23058365	chr14:23631771-23632167	0.0759689	2.44978e-08	proximal	distal	8
chr14:23285882-23286807	chr14:23953912-23954262	0.0878186	2.57221e-11	proximal	distal	4
chr14:23460343-23460618	chr14:23469176-23469976	0.0614454	2.76779e-05	proximal	distal	4
chr14:23551323-23551842	chr14:23555855-23556391	0.0545695	0.00045667	proximal	distal	8
chr14:23551323-23551842	chr14:24036146-24036524	0.0249114	0.612027	proximal	distal	4
chr14:23551323-23551842	chr14:24195274-24195855	0.0377642	0.104514	proximal	distal	8
chr14:23555855-23556391	chr14:23926739-23926924	0.0383923	0.0883942	proximal	distal	8
chr14:23567752-23567983	chr14:24346649-24346799	0.136666	0	proximal	distal	4
chr14:23631771-23632167	chr14:24442044-24443039	0.0543523	0.000496139	proximal	distal	8
chr14:23926739-23926924	chr14:24006945-24007340	0.724265	0	proximal	distal	4
chr14:24036604-24036998	chr14:24367888-24368178	0.0294594	0.612027	proximal	distal	4
chr14:24135721-24136228	chr14:24367070-24367786	0.0567367	0.000195502	proximal	distal	4
chr14:24135721-24136228	chr14:24679034-24679200	0.103642	0	proximal	distal	4
chr14:24232285-24232954	chr14:24367888-24368178	0.0214392	0.612027	proximal	distal	12
chr14:24242924-24243227	chr14:24346649-24346799	0.0733305	9.83489e-08	proximal	distal	8
chr14:24367070-24367786	chr14:24429804-24430044	0.0320483	0.422201	proximal	distal	4
chr1:42757087-42757278	chr1:42816909-42817545	0.0343178	0.249948	proximal	distal	8
chr1:42757087-42757278	chr1:42924128-42924845	0.0447365	0.013951	proximal	distal	4
chr1:42886941-42887269	chr1:42924128-42924845	0.15068	0	proximal	distal	4
chr1:42886941-42887269	chr1:43389486-43390005	0.056237	0.00023866	proximal	distal	8
chr1:42998833-42998983	chr1:43172211-43172791	0.0253785	0.612027	proximal	distal	4
chr14:30559305-30559567	chr14:30690496-30690905	0.0655041	4.49667e-06	proximal	distal	4
chr14:30656256-30656458	chr14:31420341-31421030	0.102408	0	proximal	distal	8
chr14:30690496-30690905	chr14:31457065-31457235	0.0446857	0.0141668	proximal	distal	8
chr1:43137001-43137151	chr1:43974783-43975121	0.043026	0.0235951	proximal	distal	8
chr14:32201199-32201426	chr14:32203443-32203650	0.0248033	0.612027	proximal	distal	4
chr14:34505972-34506241	chr14:34539270-34540129	0.0487571	0.00376398	proximal	distal	4
chr14:34539270-34540129	chr14:35252568-35252718	0.0442864	0.0160483	proximal	distal	4
chr14:34714358-34714818	chr14:35292041-35292678	0.031726	0.453733	proximal	distal	4
chr14:34982308-34982755	chr14:35045996-35046968	0.861299	0	proximal	distal	4
chr14:35121764-35122326	chr14:35558726-35558886	0.0243086	0.612027	proximal	distal	12
chr14:35252568-35252718	chr14:35404504-35404888	0.049017	0.00344111	proximal	distal	4
chr1:43526008-43526164	chr1:43816138-43816310	0.105353	0	proximal	distal	4
chr14:35343850-35344000	chr14:35533646-35534150	0.0829729	4.76741e-10	proximal	distal	4
chr14:35533646-35534150	chr14:36373927-36374324	0.0757035	2.81709e-08	proximal	distal	4
chr1:43582265-43582421	chr1:43969717-43970238	0.0450178	0.0127806	proximal	distal	4
chr14:36373927-36374324	chr14:36520619-36520886	0.0631057	1.33289e-05	proximal	distal	8
chr1:43649780-43650196	chr1:44417389-44417603	0.0630788	1.34839e-05	proximal	distal	8
chr14:36520181-36520426	chr14:36661675-36661947	0.0406309	0.0476214	proximal	distal	8
chr14:38864946-38865104	chr14:39102594-39102744	0.0217966	0.612027	proximal	distal	4
chr14:39114124-39114721	chr14:39367186-39367365	0.320355	0	proximal	distal	4
chr1:43974783-43975121	chr1:44437524-44437705	0.0440865	0.0170592	proximal	distal	8
chr1:44029767-44030506	chr1:44731333-44731571	0.0318547	0.441006	proximal	distal	4
chr1:44029767-44030506	chr1:44861903-44862088	0.0488404	0.00365894	proximal	distal	4
chr1:44431632-44431814	chr1:44843140-44843691	0.030547	0.588126	proximal	distal	4
chr1:44484470-44484646	chr1:44775213-44775577	0.328973	0	proximal	distal	8
chr14:45083872-45084453	chr14:45551075-45551968	0.092912	1.00335e-12	proximal	distal	8
chr1:44546547-44546697	chr1:44775213-44775577	0.0293363	0.612027	proximal	distal	8
chr1:44581322-44581493	chr1:44799727-44800405	0.0429353	0.0242308	proximal	distal	4
chr1:44581322-44581493	chr1:45339850-45340650	0.0322098	0.407066	proximal	distal	8
chr1:44610096-44610379	chr1:44674108-44674911	0.0288639	0.612027	proximal	distal	8
chr1:44739597-44739941	chr1:45085372-45085546	0.0715089	2.48995e-07	proximal	distal	4
chr1:44793700-44794167	chr1:44843140-44843691	0.0629542	1.42519e-05	proximal	distal	4
chr1:44835902-44836125	chr1:45499949-45500392	0.0249031	0.612027	proximal	distal	8
chr1:44843140-44843691	chr1:45465257-45465407	0.226706	0	proximal	distal	4
chr14:49852963-49853141	chr14:49994440-49994606	0.127724	0	proximal	distal	4
chr14:49852963-49853141	chr14:50326779-50326929	0.029375	0.612027	proximal	distal	4
chr14:49861696-49861898	chr14:49862775-49863099	0.0267283	0.612027	proximal	distal	4
chr14:49868107-49868537	chr14:49946398-49946573	0.0254385	0.612027	proximal	distal	4
chr14:49892388-49893512	chr14:50321064-50321534	0.0397875	0.060313	proximal	distal	4
chr14:50096540-50096690	chr14:50560709-50560910	0.165559	0	proximal	distal	4
chr14:50321064-50321534	chr14:50943339-50943747	0.0778613	8.7215e-09	proximal	distal	4
chr14:50506907-50507105	chr14:50532329-50533067	0.109968	0	proximal	distal	4
chr14:50532329-50533067	chr14:50677138-50677288	0.0317949	0.44717	proximal	distal	4
chr14:52068803-52069795	chr14:52471083-52471233	0.132861	0	proximal	distal	4
chr14:52068803-52069795	chr14:52536073-52536223	0.0242499	0.612027	proximal	distal	4
chr14:52131798-52131995	chr14:52314411-52314561	0.0508364	0.00181545	proximal	distal	8
chr14:52133269-52133498	chr14:52707520-52707798	0.125933	0	proximal	distal	4
chr14:52547172-52547330	chr14:52695440-52696003	0.0457266	0.0102241	proximal	distal	4
chr14:52594314-52594465	chr14:52791163-52792147	0.189367	0	proximal	distal	8
chr14:52594314-52594465	chr14:52792214-52792388	0.232226	0	proximal	distal	8
chr14:52695440-52696003	chr14:53306272-53306422	0.104862	0	proximal	distal	4
chr14:52835581-52835779	chr14:53153261-53153448	0.0871726	3.82964e-11	proximal	distal	8
chr1:45303501-45304255	chr1:45686293-45687388	0.0387997	0.0791914	proximal	distal	4
chr14:53117240-53117390	chr14:53152144-53152618	0.107568	0	proximal	distal	8
chr14:53952944-53953330	chr14:54396652-54397120	0.0344933	0.239695	proximal	distal	4
chr14:54509482-54510011	chr14:55089675-55089968	0.0344708	0.241035	proximal	distal	4
chr14:54547863-54548013	chr14:55270965-55271569	0.0306967	0.569667	proximal	distal	8
chr1:45465257-45465407	chr1:45583866-45584113	0.15013	0	proximal	distal	8
chr14:54805893-54806096	chr14:54902318-54902982	0.120092	0	proximal	distal	4
chr14:54826914-54827219	chr14:55411703-55411982	0.112549	0	proximal	distal	4
chr14:54902318-54902982	chr14:55021504-55021759	0.103361	0	proximal	distal	4
chr1:45499949-45500392	chr1:46223576-46223945	0.0235911	0.612027	proximal	distal	8
chr14:55015289-55015597	chr14:55411703-55411982	0.137328	0	proximal	distal	4
chr14:55051045-55052188	chr14:55597933-55598107	0.0429558	0.0240835	proximal	distal	4
chr14:55191162-55192111	chr14:55866023-55866176	0.0676408	1.65607e-06	proximal	distal	4
chr1:45550451-45551131	chr1:46347952-46348385	0.0367399	0.13661	proximal	distal	4
chr1:45584401-45584843	chr1:45897753-45897940	0.0419644	0.0323661	proximal	distal	8
chr1:45584401-45584843	chr1:45985218-45985368	0.0500297	0.00241764	proximal	distal	8
chr1:45584401-45584843	chr1:46068697-46068888	0.0992156	2.61359e-14	proximal	distal	8
chr14:56118050-56118615	chr14:56911937-56912099	0.0563145	0.000231408	proximal	distal	8
chr14:57255490-57255649	chr14:57390147-57390701	0.0366476	0.13987	proximal	distal	4
chr1:45750264-45750948	chr1:46068697-46068888	0.0283816	0.612027	proximal	distal	4
chr1:45750264-45750948	chr1:46331807-46332113	0.0370567	0.12583	proximal	distal	4
chr1:45802813-45803031	chr1:46132119-46132352	0.0478527	0.00510927	proximal	distal	4
chr1:45802813-45803031	chr1:46303542-46303788	0.0346749	0.22934	proximal	distal	8
chr1:45803429-45803642	chr1:46203163-46203488	0.0345386	0.237092	proximal	distal	4
chr14:58171032-58171346	chr14:58297782-58297987	0.16855	0	proximal	distal	12
chr14:58199761-58200425	chr14:58939446-58939596	0.0463476	0.00837585	proximal	distal	4
chr14:58224843-58225011	chr14:58297782-58297987	0.0503813	0.00213536	proximal	distal	12
chr1:45849740-45849890	chr1:46340579-46340885	0.143842	0	proximal	distal	4
chr14:58619289-58619579	chr14:59483825-59484826	0.0409717	0.0431589	proximal	distal	8
chr14:58649410-58649560	chr14:59189417-59189761	0.0320001	0.426841	proximal	distal	4
chr14:58749334-58749531	chr14:59188187-59188963	0.0231349	0.612027	proximal	distal	4
chr14:58878978-58879128	chr14:59188187-59188963	0.0845044	1.92672e-10	proximal	distal	4
chr1:45897753-45897940	chr1:46247015-46247852	0.0830645	4.51927e-10	proximal	distal	4
chr14:59013969-59014134	chr14:59919884-59920239	0.0264053	0.612027	proximal	distal	8
chr14:59454563-59454756	chr14:59919884-59920239	0.130773	0	proximal	distal	8
chr14:59919884-59920239	chr14:60172573-60172723	0.0292335	0.612027	proximal	distal	8
